order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,state,city,product_id,category,sub_category,product_name,sales,quantity,discount,profit
ORD-20304,2024-06-29,2024-07-03,Same Day,CUST-6014,Customer 352,Corporate,East,Sample State,Sample City,PROD-Off-6708,Office Supplies,Binders,Binders Product 18,4746.87,5,0.0,-586.04
ORD-13159,2023-10-14,2023-10-18,First Class,CUST-5530,Customer 682,Home Office,North,Sample State,Sample City,PROD-Tec-2073,Technology,Copiers,Copiers Product 48,3282.96,7,0.1,466.75
ORD-12159,2021-10-23,2021-10-29,Standard Class,CUST-7772,Customer 604,Consumer,East,Sample State,Sample City,PROD-Tec-9219,Technology,Accessories,Accessories Product 41,3477.82,13,0.0,-287.08
ORD-10901,2022-12-21,2022-12-27,First Class,CUST-2677,Customer 834,Home Office,South,Sample State,Sample City,PROD-Off-6622,Office Supplies,Labels,Labels Product 99,42.26,6,0.3,-2.3
ORD-60210,2021-12-04,2021-12-06,Same Day,CUST-5248,Customer 429,Consumer,East,Sample State,Sample City,PROD-Fur-5603,Furniture,Furnishings,Furnishings Product 98,3132.15,1,0.0,-390.81
ORD-81154,2023-05-29,2023-05-31,Standard Class,CUST-8209,Customer 915,Consumer,South,Sample State,Sample City,PROD-Fur-2871,Furniture,Furnishings,Furnishings Product 55,3138.57,7,0.0,784.38
ORD-16191,2023-12-13,2023-12-17,First Class,CUST-2001,Customer 10,Corporate,North,Sample State,Sample City,PROD-Off-7899,Office Supplies,Storage,Storage Product 18,2780.12,6,0.1,-443.63
ORD-68755,2023-03-03,2023-03-05,Same Day,CUST-9334,Customer 611,Consumer,East,Sample State,Sample City,PROD-Fur-8987,Furniture,Bookcases,Bookcases Product 69,79.17,8,0.1,22.1
ORD-83324,2021-08-05,2021-08-08,Standard Class,CUST-6214,Customer 617,Home Office,West,Sample State,Sample City,PROD-Tec-8533,Technology,Phones,Phones Product 9,4040.51,2,0.2,-762.17
ORD-22940,2023-02-03,2023-02-08,Standard Class,CUST-8675,Customer 73,Home Office,East,Sample State,Sample City,PROD-Off-1571,Office Supplies,Appliances,Appliances Product 23,1111.05,13,0.0,-82.58
ORD-96006,2021-07-07,2021-07-09,First Class,CUST-8601,Customer 788,Home Office,West,Sample State,Sample City,PROD-Tec-5588,Technology,Machines,Machines Product 2,3231.56,7,0.0,78.75
ORD-54130,2022-01-15,2022-01-18,First Class,CUST-3933,Customer 852,Consumer,South,Sample State,Sample City,PROD-Fur-6074,Furniture,Bookcases,Bookcases Product 86,2879.55,10,0.2,58.1
ORD-70430,2022-05-08,2022-05-10,Same Day,CUST-7326,Customer 270,Consumer,East,Sample State,Sample City,PROD-Tec-6586,Technology,Machines,Machines Product 7,2621.8,14,0.2,905.97
ORD-85483,2023-12-01,2023-12-06,First Class,CUST-2577,Customer 273,Home Office,North,Sample State,Sample City,PROD-Off-3220,Office Supplies,Art,Art Product 77,321.53,6,0.0,-16.36
ORD-73772,2024-03-26,2024-03-28,First Class,CUST-8037,Customer 482,Home Office,South,Sample State,Sample City,PROD-Tec-6308,Technology,Copiers,Copiers Product 78,3825.61,9,0.3,-541.31
ORD-32706,2021-01-15,2021-01-20,Same Day,CUST-4797,Customer 59,Home Office,West,Sample State,Sample City,PROD-Tec-4968,Technology,Accessories,Accessories Product 29,1650.82,8,0.0,604.44
ORD-76151,2021-03-06,2021-03-10,Standard Class,CUST-2754,Customer 464,Corporate,West,Sample State,Sample City,PROD-Tec-5267,Technology,Machines,Machines Product 87,3237.72,3,0.3,-319.51
ORD-32504,2022-06-05,2022-06-09,First Class,CUST-3256,Customer 739,Consumer,East,Sample State,Sample City,PROD-Fur-7146,Furniture,Tables,Tables Product 47,3386.46,1,0.0,786.44
ORD-62091,2024-09-29,2024-10-04,First Class,CUST-6969,Customer 50,Corporate,West,Sample State,Sample City,PROD-Off-5813,Office Supplies,Art,Art Product 79,2349.26,13,0.3,-269.7
ORD-96717,2024-02-27,2024-03-04,Standard Class,CUST-9033,Customer 984,Consumer,East,Sample State,Sample City,PROD-Tec-2907,Technology,Accessories,Accessories Product 13,3399.02,4,0.0,737.97
ORD-44758,2022-10-10,2022-10-16,First Class,CUST-4998,Customer 704,Consumer,South,Sample State,Sample City,PROD-Fur-5645,Furniture,Chairs,Chairs Product 14,1285.64,14,0.0,144.41
ORD-61796,2023-12-23,2023-12-29,Standard Class,CUST-2045,Customer 291,Consumer,South,Sample State,Sample City,PROD-Tec-8951,Technology,Accessories,Accessories Product 50,376.09,14,0.3,44.39
ORD-16054,2024-03-08,2024-03-11,Second Class,CUST-7468,Customer 69,Home Office,East,Sample State,Sample City,PROD-Off-7852,Office Supplies,Labels,Labels Product 42,2295.56,10,0.0,822.95
ORD-55212,2022-08-16,2022-08-20,Second Class,CUST-8104,Customer 895,Consumer,North,Sample State,Sample City,PROD-Fur-1512,Furniture,Chairs,Chairs Product 88,2773.58,6,0.2,680.57
ORD-38899,2022-01-27,2022-02-01,Second Class,CUST-3365,Customer 464,Corporate,East,Sample State,Sample City,PROD-Fur-6718,Furniture,Chairs,Chairs Product 88,1880.38,1,0.2,-251.29
ORD-47052,2022-02-23,2022-02-26,Standard Class,CUST-7801,Customer 919,Corporate,West,Sample State,Sample City,PROD-Fur-1498,Furniture,Bookcases,Bookcases Product 30,4013.98,13,0.2,850.6
ORD-47333,2021-10-16,2021-10-19,Standard Class,CUST-6187,Customer 494,Consumer,South,Sample State,Sample City,PROD-Off-9243,Office Supplies,Storage,Storage Product 29,198.11,7,0.0,77.69
ORD-95119,2022-01-14,2022-01-19,Same Day,CUST-1240,Customer 369,Home Office,South,Sample State,Sample City,PROD-Fur-9274,Furniture,Chairs,Chairs Product 86,4295.22,12,0.5,-544.94
ORD-28557,2021-08-19,2021-08-25,First Class,CUST-7568,Customer 554,Corporate,East,Sample State,Sample City,PROD-Tec-7080,Technology,Phones,Phones Product 31,1127.38,14,0.0,367.01
ORD-93053,2023-10-15,2023-10-19,Same Day,CUST-2910,Customer 915,Consumer,East,Sample State,Sample City,PROD-Off-9107,Office Supplies,Storage,Storage Product 98,4968.98,6,0.0,-503.99
ORD-26562,2021-02-10,2021-02-12,First Class,CUST-9683,Customer 891,Consumer,North,Sample State,Sample City,PROD-Tec-7681,Technology,Accessories,Accessories Product 80,223.27,5,0.1,-34.22
ORD-14011,2023-11-18,2023-11-24,First Class,CUST-3155,Customer 847,Corporate,South,Sample State,Sample City,PROD-Fur-7957,Furniture,Furnishings,Furnishings Product 68,2517.3,1,0.2,838.05
ORD-90356,2021-05-15,2021-05-20,Second Class,CUST-6269,Customer 800,Consumer,West,Sample State,Sample City,PROD-Off-9320,Office Supplies,Paper,Paper Product 54,807.8,3,0.2,-67.4
ORD-65830,2021-07-20,2021-07-23,Standard Class,CUST-4918,Customer 44,Home Office,South,Sample State,Sample City,PROD-Tec-7937,Technology,Phones,Phones Product 97,446.36,2,0.0,-39.47
ORD-89737,2023-02-19,2023-02-21,Same Day,CUST-9997,Customer 631,Corporate,North,Sample State,Sample City,PROD-Tec-9092,Technology,Machines,Machines Product 26,4266.1,11,0.3,-491.8
ORD-98646,2023-07-19,2023-07-23,Second Class,CUST-7430,Customer 594,Home Office,East,Sample State,Sample City,PROD-Tec-1616,Technology,Copiers,Copiers Product 1,968.16,2,0.0,114.89
ORD-65421,2023-11-23,2023-11-28,Standard Class,CUST-5078,Customer 682,Home Office,West,Sample State,Sample City,PROD-Fur-5151,Furniture,Chairs,Chairs Product 80,3181.87,7,0.1,938.28
ORD-30977,2023-12-08,2023-12-11,Second Class,CUST-5734,Customer 292,Corporate,East,Sample State,Sample City,PROD-Fur-8366,Furniture,Furnishings,Furnishings Product 13,3798.96,12,0.0,309.33
ORD-55156,2022-05-18,2022-05-22,Standard Class,CUST-4237,Customer 41,Consumer,East,Sample State,Sample City,PROD-Tec-1343,Technology,Phones,Phones Product 40,2067.71,10,0.0,-344.39
ORD-85069,2022-02-11,2022-02-13,Same Day,CUST-5212,Customer 818,Corporate,North,Sample State,Sample City,PROD-Off-4001,Office Supplies,Labels,Labels Product 75,1165.68,9,0.0,105.28
ORD-89401,2023-03-16,2023-03-21,Standard Class,CUST-1556,Customer 82,Consumer,South,Sample State,Sample City,PROD-Fur-3120,Furniture,Bookcases,Bookcases Product 14,4423.55,8,0.0,1441.94
ORD-32634,2021-04-09,2021-04-14,Standard Class,CUST-8246,Customer 155,Home Office,East,Sample State,Sample City,PROD-Fur-1996,Furniture,Bookcases,Bookcases Product 19,29.15,11,0.2,4.62
ORD-48367,2022-11-15,2022-11-21,First Class,CUST-1786,Customer 273,Consumer,South,Sample State,Sample City,PROD-Off-5272,Office Supplies,Binders,Binders Product 56,2124.61,10,0.0,370.84
ORD-67204,2022-12-27,2023-01-01,Same Day,CUST-2212,Customer 822,Corporate,East,Sample State,Sample City,PROD-Tec-7704,Technology,Copiers,Copiers Product 25,3983.54,10,0.0,1100.9
ORD-48799,2023-08-19,2023-08-24,Same Day,CUST-3713,Customer 90,Corporate,West,Sample State,Sample City,PROD-Off-8328,Office Supplies,Paper,Paper Product 26,1943.46,8,0.2,27.58
ORD-59549,2022-09-05,2022-09-10,Second Class,CUST-6680,Customer 140,Corporate,West,Sample State,Sample City,PROD-Fur-9747,Furniture,Bookcases,Bookcases Product 33,1088.0,4,0.1,40.76
ORD-52919,2022-10-05,2022-10-08,Second Class,CUST-2480,Customer 87,Home Office,West,Sample State,Sample City,PROD-Fur-4276,Furniture,Chairs,Chairs Product 23,3406.56,12,0.0,-260.3
ORD-91163,2023-10-26,2023-10-29,Same Day,CUST-9269,Customer 784,Home Office,West,Sample State,Sample City,PROD-Fur-3721,Furniture,Chairs,Chairs Product 44,2757.8,4,0.3,1001.71
ORD-55178,2024-05-26,2024-06-01,First Class,CUST-9167,Customer 71,Home Office,South,Sample State,Sample City,PROD-Fur-2797,Furniture,Chairs,Chairs Product 84,2491.3,4,0.0,-8.21
ORD-88015,2022-05-18,2022-05-22,Second Class,CUST-1534,Customer 693,Consumer,East,Sample State,Sample City,PROD-Tec-2032,Technology,Phones,Phones Product 15,430.48,7,0.2,-39.13
ORD-96437,2023-02-06,2023-02-09,Same Day,CUST-3940,Customer 547,Home Office,South,Sample State,Sample City,PROD-Tec-8670,Technology,Phones,Phones Product 14,1066.61,5,0.2,322.03
ORD-11936,2022-02-02,2022-02-04,First Class,CUST-1882,Customer 769,Home Office,South,Sample State,Sample City,PROD-Off-5611,Office Supplies,Binders,Binders Product 42,2642.66,14,0.1,774.26
ORD-78619,2023-05-21,2023-05-23,Second Class,CUST-1865,Customer 774,Consumer,South,Sample State,Sample City,PROD-Fur-4518,Furniture,Chairs,Chairs Product 57,3561.77,9,0.5,842.64
